Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000221837,0,0,0,0,0,0,0,0
ENSG00000221838,141,167,123,205,55,21,23,69
ENSG00000221840,0,0,0,0,0,0,0,0
ENSG00000221843,147,153,111,113,6,3,3,2
ENSG00000221844,0,0,0,0,0,0,0,0
ENSG00000221845,1,0,0,1,1,4,11,19
ENSG00000221849,0,0,0,0,0,0,0,0
ENSG00000221852,0,0,0,0,0,0,2,0
ENSG00000221855,0,0,0,0,0,0,0,0
ENSG00000221857,0,0,0,0,0,0,0,0
ENSG00000221858,0,0,0,1,0,0,0,1
ENSG00000221859,0,0,0,0,0,0,0,0
ENSG00000221864,0,0,0,0,0,0,0,0
ENSG00000221866,7,6,14,12,223,61,56,206
ENSG00000221867,2019,2407,2438,3004,0,0,0,0
ENSG00000221869,384,473,324,504,24,13,26,38
ENSG00000221874,0,0,0,0,0,0,0,0
ENSG00000221878,0,0,0,0,0,0,0,0
ENSG00000221879,0,0,0,1,1,0,0,0
ENSG00000221880,0,0,0,0,0,0,0,0
ENSG00000221882,0,0,0,0,0,0,0,0
ENSG00000221883,31,47,59,76,0,0,6,6
ENSG00000221886,303,358,468,487,306,121,98,238
ENSG00000221887,11,10,7,8,28,16,12,40
ENSG00000221888,0,0,0,0,1,0,0,0
ENSG00000221890,921,1031,665,1389,342,94,112,336
ENSG00000221891,0,0,0,0,0,0,0,0
ENSG00000221900,0,0,0,0,0,0,0,0
ENSG00000221909,588,660,666,691,240,83,71,226
ENSG00000221910,0,0,0,0,0,0,0,0
ENSG00000221914,13069,14126,8000,8102,1985,607,329,886
ENSG00000221916,68,52,53,57,6,1,6,14
ENSG00000221923,441,557,693,808,30,15,25,27
ENSG00000221926,385,452,501,633,166,47,103,235
ENSG00000221930,0,0,0,0,0,0,0,0
ENSG00000221931,0,0,0,0,0,0,0,0
ENSG00000221932,0,0,0,0,0,0,0,0
ENSG00000221933,0,0,0,0,0,0,0,0
ENSG00000221937,0,0,0,0,0,0,0,1
ENSG00000221938,0,0,0,0,0,0,0,0
ENSG00000221944,783,813,1225,1407,160,74,112,316
ENSG00000221946,0,0,2,0,2,2,1,2
ENSG00000221947,200,228,209,237,17,6,4,12
ENSG00000221949,19,11,16,38,18,7,4,13
ENSG00000221953,10,14,22,18,4,0,3,5
ENSG00000221954,0,0,0,0,0,0,0,0
ENSG00000221955,430,555,834,1094,15,6,17,48
ENSG00000221957,0,2,0,0,0,0,0,0
ENSG00000221962,0,0,0,0,0,0,0,0
ENSG00000221963,117,167,371,420,707,250,494,1420
ENSG00000221968,618,673,477,767,560,215,238,665
ENSG00000221970,1,1,2,2,0,0,0,1
ENSG00000221971,0,0,0,0,0,0,0,0
ENSG00000221977,0,0,0,0,0,0,0,0
ENSG00000221978,7705,7914,5013,6097,2623,846,908,2273
ENSG00000221983,6728,7777,8399,13569,2932,1081,1323,3306
ENSG00000221986,1,2,0,1,0,0,0,0
ENSG00000221988,134,124,65,137,421,144,159,483
ENSG00000221989,0,0,0,0,0,0,0,0
ENSG00000221990,144,168,245,384,17,12,20,49
ENSG00000221994,0,0,0,0,62,21,33,73
ENSG00000221996,0,0,0,0,0,0,0,0
ENSG00000222000,0,0,0,0,5,1,4,4
ENSG00000222001,0,0,0,0,0,0,0,0
ENSG00000222004,1,4,0,0,2,0,0,1
ENSG00000222005,4,4,3,3,16,6,9,23
ENSG00000222007,0,0,0,0,0,0,0,2
ENSG00000222009,50,48,62,92,5,1,6,6
ENSG00000222011,558,650,651,718,101,35,64,151
ENSG00000222012,14,16,11,18,3,4,4,21
ENSG00000222014,197,227,573,581,10,4,1,8
ENSG00000222017,0,2,4,0,0,0,0,2
ENSG00000222018,0,0,0,1,0,0,0,0
ENSG00000222019,0,0,0,0,0,0,0,0
ENSG00000222020,45,49,76,101,26,6,11,18
ENSG00000222024,0,0,0,0,0,0,0,0
ENSG00000222028,0,0,0,1,5,2,0,1
ENSG00000222031,0,0,0,0,0,0,0,2
ENSG00000222032,0,0,0,0,420,138,82,226
ENSG00000222033,2,3,3,2,1,1,1,3
ENSG00000222035,0,7,4,2,17,1,8,33
ENSG00000222036,0,0,3,2,0,0,0,0
ENSG00000222037,0,0,0,0,0,0,0,0
ENSG00000222038,37,42,52,41,1,0,0,2
ENSG00000222041,61,44,71,89,550,191,291,729
ENSG00000222042,0,0,0,0,0,0,1,0
ENSG00000222043,28,34,22,35,7,1,4,7
ENSG00000222044,1,0,0,1,1,0,0,0
ENSG00000222046,13,15,17,13,11,4,7,24
ENSG00000222047,0,0,0,0,575,252,243,663
ENSG00000222051,2,4,1,1,0,0,1,0
ENSG00000222054,0,0,0,0,0,0,0,0
ENSG00000222057,0,0,0,0,0,0,1,0
ENSG00000222067,0,1,0,0,0,0,0,0
ENSG00000222068,0,0,0,0,0,0,0,0
ENSG00000222069,0,0,2,0,0,0,0,2
ENSG00000222071,0,0,0,0,0,0,0,0
ENSG00000222072,0,0,0,0,0,0,0,0
ENSG00000222076,0,0,0,0,0,0,0,0
ENSG00000222078,0,0,0,0,1,0,0,0
ENSG00000222087,0,0,0,0,0,0,0,0
ENSG00000222092,0,0,0,0,0,0,0,0
ENSG00000222094,0,0,0,0,1,0,0,0
ENSG00000222095,0,0,0,0,0,0,0,0
ENSG00000222099,0,0,0,0,0,0,0,0
ENSG00000222102,0,0,0,0,0,0,0,0
ENSG00000222107,0,0,0,0,0,0,0,0
ENSG00000222108,0,0,0,1,0,0,0,1
ENSG00000222111,0,0,0,0,0,0,0,0
ENSG00000222112,2,0,2,4,12,3,2,13
ENSG00000222114,0,0,0,0,0,0,0,0
ENSG00000222118,0,0,0,0,0,0,0,0
ENSG00000222122,0,0,0,0,0,0,0,0
ENSG00000222123,0,0,0,0,0,0,0,0
ENSG00000222126,0,0,0,0,0,0,0,0
ENSG00000222129,0,0,0,0,0,0,0,0
ENSG00000222139,0,0,0,0,0,0,0,0
ENSG00000222145,0,0,0,0,0,0,0,0
ENSG00000222146,0,0,0,0,0,0,0,0
ENSG00000222148,0,0,0,0,0,0,0,0
ENSG00000222150,0,0,0,0,0,0,0,0
ENSG00000222154,0,0,0,0,0,0,0,0
ENSG00000222160,0,0,0,0,0,0,0,0
ENSG00000222162,1,0,0,0,0,0,0,0
ENSG00000222164,0,0,0,0,0,0,0,0
ENSG00000222170,0,0,0,0,0,0,0,0
ENSG00000222174,0,0,0,0,0,1,0,0
ENSG00000222177,0,0,3,0,0,0,0,0
ENSG00000222178,0,0,0,0,0,0,0,0
ENSG00000222179,0,0,0,0,0,0,0,0
ENSG00000222182,0,0,0,0,0,0,0,0
ENSG00000222185,0,0,0,0,0,0,0,0
ENSG00000222202,0,0,0,0,0,0,0,0
ENSG00000222205,0,0,0,0,0,0,0,0
ENSG00000222206,0,0,0,0,1,0,0,0
ENSG00000222207,0,0,0,0,0,0,0,0
ENSG00000222208,0,0,0,0,3,2,0,5
ENSG00000222209,0,0,0,0,0,0,0,0
ENSG00000222210,0,0,0,0,0,0,0,0
ENSG00000222213,0,0,0,0,0,0,0,0
ENSG00000222220,0,0,0,0,0,0,0,0
ENSG00000222222,0,2,0,0,0,0,0,1
ENSG00000222224,2,3,2,0,6,3,0,5
ENSG00000222225,0,0,0,0,0,0,0,0
ENSG00000222230,0,0,0,0,0,0,0,0
ENSG00000222231,0,0,0,0,0,0,0,0
ENSG00000222232,0,0,0,0,0,0,0,0
ENSG00000222236,0,0,0,0,0,0,0,0
ENSG00000222238,0,0,0,0,0,0,0,0
ENSG00000222240,0,0,0,0,0,0,0,0
ENSG00000222244,0,0,0,0,0,0,0,0
ENSG00000222246,0,0,0,0,0,0,0,0
ENSG00000222248,0,0,0,0,0,0,0,0
ENSG00000222249,0,0,1,0,0,1,0,0
ENSG00000222251,0,0,0,0,0,0,0,0
ENSG00000222255,0,0,0,0,0,0,0,0
ENSG00000222257,0,0,0,0,0,0,0,0
ENSG00000222259,0,0,1,0,0,0,0,0
ENSG00000222266,1,0,0,0,0,0,0,0
ENSG00000222267,0,0,0,0,0,0,0,0
ENSG00000222268,0,0,0,0,0,0,0,0
ENSG00000222276,0,0,0,0,2,0,0,0
ENSG00000222281,0,0,0,0,0,0,0,0
ENSG00000222282,0,0,0,0,0,0,0,0
ENSG00000222285,0,0,0,0,0,0,0,0
ENSG00000222287,5,14,2,2,5,0,2,2
ENSG00000222293,0,0,0,0,0,0,0,0
ENSG00000222297,0,2,0,0,0,0,0,1
ENSG00000222300,0,0,0,0,0,0,0,0
ENSG00000222302,0,0,0,0,0,0,0,0
ENSG00000222303,0,0,0,0,0,0,0,0
ENSG00000222305,0,0,0,0,0,0,0,0
ENSG00000222308,0,0,0,0,0,0,0,0
ENSG00000222312,0,0,0,0,0,0,0,0
ENSG00000222313,0,0,0,0,0,0,0,0
ENSG00000222314,0,0,0,0,0,0,0,0
ENSG00000222317,1,2,0,2,0,0,0,0
ENSG00000222320,0,0,0,0,0,0,0,0
ENSG00000222321,0,0,0,0,0,0,0,0
ENSG00000222327,0,0,0,0,0,0,0,0
ENSG00000222328,0,0,0,0,0,0,0,0
ENSG00000222329,0,0,0,0,0,0,0,0
ENSG00000222335,0,0,0,0,0,0,0,0
ENSG00000222337,0,0,0,0,0,0,0,0
ENSG00000222338,0,0,0,0,0,0,0,0
ENSG00000222343,0,0,0,0,0,0,0,0
ENSG00000222344,0,0,0,0,0,0,0,0
ENSG00000222345,41,29,38,32,10,3,2,10
ENSG00000222346,0,0,0,0,0,1,0,1
ENSG00000222351,1,4,4,8,2,0,0,2
ENSG00000222352,0,0,0,0,0,0,0,0
ENSG00000222355,0,0,0,0,1,0,0,0
ENSG00000222356,0,0,0,0,0,0,0,0
ENSG00000222357,0,0,0,0,0,0,0,0
ENSG00000222359,0,0,0,0,0,0,0,0
ENSG00000222361,0,0,0,0,0,0,0,0
ENSG00000222363,0,0,0,1,1,0,1,0
ENSG00000222365,0,0,0,0,0,1,0,4
ENSG00000222370,0,0,0,0,0,0,0,0
ENSG00000222371,0,0,0,0,0,0,0,0
ENSG00000222375,0,4,4,2,0,0,0,0
ENSG00000222376,0,0,0,0,0,0,0,0
ENSG00000222378,0,0,0,0,0,0,0,0
ENSG00000222383,4,5,1,5,1,1,2,5
ENSG00000222385,0,0,1,0,0,0,0,0
ENSG00000222386,0,0,0,0,0,0,1,0
ENSG00000222389,3,2,2,3,4,5,0,1
ENSG00000222394,0,2,0,0,0,0,0,0
ENSG00000222395,0,0,0,0,0,0,0,0
ENSG00000222397,0,0,0,0,0,0,0,0
ENSG00000222398,1,0,2,4,0,0,0,1
ENSG00000222399,0,0,0,0,0,0,0,0
ENSG00000222404,0,0,0,0,0,0,0,0
ENSG00000222405,0,0,0,0,0,0,0,0
ENSG00000222407,0,0,0,0,0,0,0,1
ENSG00000222412,0,0,0,1,0,0,0,0
ENSG00000222413,0,0,0,0,0,0,0,0
ENSG00000222414,0,0,0,0,2,0,0,0
ENSG00000222416,0,0,0,0,0,0,0,0
ENSG00000222418,0,0,0,0,0,0,0,0
ENSG00000222419,0,0,0,0,0,0,0,0
ENSG00000222421,1,0,0,0,0,0,0,0
ENSG00000222426,0,0,0,0,0,0,0,0
ENSG00000222427,0,0,0,0,0,0,0,0
ENSG00000222428,0,0,0,0,0,0,0,0
ENSG00000222429,1,0,0,0,0,0,0,0
ENSG00000222430,0,0,0,0,1,1,0,1
ENSG00000222431,1,0,1,0,0,0,0,0
ENSG00000222432,0,0,0,0,0,0,0,0
ENSG00000222436,0,0,0,0,0,0,0,0
ENSG00000222438,3,0,6,5,0,0,0,0
ENSG00000222439,0,0,0,0,0,0,0,0
ENSG00000222440,0,0,0,0,0,0,0,0
ENSG00000222445,3,0,0,0,1,1,0,1
ENSG00000222448,6,8,5,3,0,0,0,1
ENSG00000222449,0,0,0,0,0,0,0,0
ENSG00000222451,0,0,0,0,0,0,0,0
ENSG00000222452,0,0,0,0,0,0,0,0
ENSG00000222455,0,0,0,0,0,0,0,0
ENSG00000222457,0,0,0,0,0,0,0,0
ENSG00000222459,0,0,0,0,0,0,0,0
ENSG00000222460,2,0,0,0,3,1,1,2
ENSG00000222465,0,0,0,0,0,0,0,0
ENSG00000222467,0,0,0,0,0,1,1,0
ENSG00000222468,0,0,0,0,0,0,0,0
ENSG00000222472,0,0,0,0,0,0,0,0
ENSG00000222477,0,0,0,0,0,0,0,0
ENSG00000222486,0,0,0,0,0,0,0,0
ENSG00000222488,0,0,0,0,0,0,1,2
ENSG00000222489,9,8,8,14,61,24,7,74
ENSG00000222490,0,0,0,0,0,0,0,0
ENSG00000222496,0,0,0,0,0,0,0,0
ENSG00000222499,0,0,0,0,0,0,0,0
ENSG00000222500,0,0,0,0,0,0,0,0
ENSG00000222501,0,0,0,0,0,0,0,0
ENSG00000222503,0,0,0,0,0,0,0,2
ENSG00000222506,0,0,0,0,0,2,0,0
ENSG00000222509,0,0,0,0,0,0,0,0
ENSG00000222511,0,0,0,0,0,0,0,0
ENSG00000222514,0,0,0,0,0,0,0,0
ENSG00000222515,0,0,0,0,0,0,0,0
ENSG00000222520,0,0,0,0,0,0,0,0
ENSG00000222522,0,0,0,0,3,1,0,3
ENSG00000222524,0,0,0,0,0,0,0,0
ENSG00000222529,0,0,0,0,0,0,0,0
ENSG00000222532,0,0,0,0,0,0,0,0
ENSG00000222533,0,0,0,0,0,0,0,0
ENSG00000222536,0,0,0,0,0,0,0,0
ENSG00000222543,0,0,0,0,0,0,0,0
ENSG00000222544,0,0,0,0,0,0,0,0
ENSG00000222546,0,0,0,0,0,0,0,0
ENSG00000222552,0,0,0,0,0,0,1,0
ENSG00000222558,0,0,0,0,0,0,0,0
ENSG00000222560,0,0,0,0,0,0,0,0
ENSG00000222561,2,1,1,1,0,0,0,0
ENSG00000222574,0,0,0,0,0,0,0,0
ENSG00000222578,0,1,1,0,3,2,1,2
ENSG00000222579,0,0,0,0,0,0,0,0
ENSG00000222581,0,0,0,0,0,0,0,0
ENSG00000222582,0,0,0,0,0,0,0,0
ENSG00000222583,0,0,0,0,0,0,0,0
ENSG00000222585,1,0,0,0,0,0,0,0
ENSG00000222588,0,0,0,0,0,1,0,1
ENSG00000222589,0,0,0,0,0,0,0,0
ENSG00000222592,0,0,0,0,0,0,0,0
ENSG00000222594,0,0,0,0,0,0,1,0
ENSG00000222598,0,0,0,0,0,0,0,0
ENSG00000222601,1,0,0,1,0,1,1,1
ENSG00000222604,0,0,0,0,0,0,0,1
ENSG00000222607,0,1,0,0,0,0,0,0
ENSG00000222608,0,0,0,0,0,0,0,0
ENSG00000222609,0,0,0,1,0,0,0,0
ENSG00000222610,0,0,0,0,0,0,0,0
ENSG00000222612,0,1,0,0,0,1,0,0
ENSG00000222613,0,0,0,0,0,0,0,0
ENSG00000222614,3,3,1,2,1,0,0,0
ENSG00000222616,0,0,0,0,0,0,0,0
ENSG00000222617,0,0,0,0,0,0,0,0
ENSG00000222623,0,0,0,0,0,0,0,0
ENSG00000222624,0,0,0,0,0,0,0,0
ENSG00000222626,0,0,0,0,0,0,0,0
ENSG00000222627,2,2,0,1,0,0,0,1
ENSG00000222629,0,2,0,0,0,0,1,0
ENSG00000222630,0,0,0,0,0,0,0,0
ENSG00000222635,1,1,0,1,1,0,0,1
ENSG00000222636,0,0,0,0,0,0,0,0
ENSG00000222640,0,0,0,1,0,0,0,1
ENSG00000222644,0,0,0,0,0,0,0,0
ENSG00000222649,0,0,0,0,0,0,0,2
ENSG00000222650,0,0,0,0,0,0,0,0
ENSG00000222652,0,0,0,0,0,0,0,0
ENSG00000222658,0,0,0,0,0,0,0,0
ENSG00000222659,0,0,0,0,0,0,0,0
ENSG00000222663,0,0,0,0,0,0,0,0
ENSG00000222664,0,0,0,0,0,0,0,0
ENSG00000222666,0,0,0,0,0,0,0,0
ENSG00000222667,0,0,0,0,0,0,0,0
ENSG00000222675,0,0,0,0,0,0,0,1
ENSG00000222678,0,0,0,0,0,0,0,0
ENSG00000222679,0,0,0,0,0,0,0,0
ENSG00000222682,0,0,0,0,0,0,0,0
ENSG00000222685,0,0,0,0,0,0,0,0
ENSG00000222686,0,0,0,1,0,0,0,0
ENSG00000222691,1,0,0,0,0,0,0,0
ENSG00000222693,0,0,0,0,0,0,0,0
ENSG00000222698,0,0,0,0,0,0,0,0
ENSG00000222701,0,0,0,0,0,0,0,0
ENSG00000222704,0,0,0,0,0,0,0,0
ENSG00000222705,0,0,0,0,0,0,0,0
ENSG00000222706,0,0,0,0,0,0,0,0
ENSG00000222713,0,0,0,0,0,0,0,0
ENSG00000222714,0,0,0,0,0,0,0,1
ENSG00000222715,0,0,0,0,0,0,0,0
ENSG00000222721,0,0,0,0,0,0,0,0
ENSG00000222724,0,0,0,0,0,0,0,0
ENSG00000222726,2,6,1,1,1,0,0,0
ENSG00000222727,0,0,0,0,0,0,0,0
ENSG00000222733,0,0,0,0,0,0,0,0
ENSG00000222736,0,0,0,0,0,0,0,0
ENSG00000222740,0,0,0,0,1,0,0,0
ENSG00000222741,0,0,0,0,1,0,1,0
ENSG00000222743,0,0,1,0,1,1,0,1
ENSG00000222744,0,0,0,0,0,0,0,0
ENSG00000222747,0,0,0,0,0,0,0,0
ENSG00000222750,0,0,0,0,0,0,0,0
ENSG00000222755,0,0,0,0,0,0,0,0
ENSG00000222760,0,0,0,0,0,0,0,1
ENSG00000222761,0,0,0,0,0,0,0,0
ENSG00000222764,0,0,1,1,0,0,0,0
ENSG00000222765,0,0,0,0,0,0,0,0
ENSG00000222767,0,0,0,0,0,0,1,0
ENSG00000222774,0,0,0,0,0,0,0,0
ENSG00000222777,0,0,0,0,0,0,0,0
ENSG00000222778,0,0,0,0,0,0,0,0
ENSG00000222783,0,0,0,0,0,0,0,0
ENSG00000222784,0,0,0,0,2,0,0,5
ENSG00000222788,0,0,0,0,0,0,0,0
ENSG00000222790,0,0,0,0,0,0,0,0
ENSG00000222791,0,0,0,0,0,0,0,0
ENSG00000222792,0,0,0,0,0,0,0,0
ENSG00000222795,0,0,0,0,0,0,0,0
ENSG00000222796,0,0,0,0,0,0,0,0
ENSG00000222800,0,0,0,0,1,1,1,0
ENSG00000222806,0,0,0,0,21,24,4,60
ENSG00000222808,1,3,2,1,1,1,1,4
ENSG00000222810,0,0,0,0,0,0,0,0
ENSG00000222821,0,0,0,0,0,0,0,0
ENSG00000222826,0,0,0,0,0,0,0,0
ENSG00000222831,0,0,0,0,0,0,0,0
ENSG00000222832,0,0,0,0,0,0,0,0
ENSG00000222835,0,0,0,0,0,0,0,0
ENSG00000222838,0,0,0,0,0,0,0,0
ENSG00000222842,0,0,0,0,0,0,0,0
ENSG00000222844,0,0,0,0,0,0,0,0
ENSG00000222845,0,0,0,0,0,0,0,0
ENSG00000222849,0,0,0,0,0,0,0,0
ENSG00000222852,0,0,0,0,0,0,0,0
ENSG00000222854,0,0,0,0,0,0,0,0
ENSG00000222858,0,0,0,0,0,0,0,2
ENSG00000222859,0,0,0,0,0,0,0,0
ENSG00000222862,0,0,0,0,0,0,0,0
ENSG00000222869,0,0,0,0,0,0,0,0
ENSG00000222870,0,0,0,0,0,0,0,0
ENSG00000222872,0,0,2,1,0,0,0,1
ENSG00000222874,0,0,0,0,0,0,0,0
ENSG00000222880,0,0,0,0,0,0,0,0
ENSG00000222881,1,4,4,4,3,0,0,1
ENSG00000222883,0,0,0,0,0,0,0,0
ENSG00000222889,0,0,0,0,1,0,0,0
ENSG00000222890,0,0,0,0,0,0,0,0
ENSG00000222895,0,0,0,0,0,0,0,0
ENSG00000222898,1,3,1,1,11,3,1,8
ENSG00000222909,0,0,0,0,0,0,0,0
ENSG00000222915,1,2,4,9,4,2,0,8
ENSG00000222920,0,0,0,0,0,0,0,0
ENSG00000222921,0,0,0,0,1,1,0,0
ENSG00000222922,0,0,0,0,0,0,0,0
ENSG00000222923,0,0,0,0,0,0,0,0
ENSG00000222924,0,0,0,0,0,0,0,0
ENSG00000222931,0,0,0,0,0,1,0,0
ENSG00000222932,0,0,0,0,0,0,0,0
ENSG00000222934,0,0,0,0,0,0,0,0
ENSG00000222937,0,0,0,0,0,0,0,0
ENSG00000222940,0,0,0,0,0,0,0,2
ENSG00000222941,0,0,0,0,0,0,0,0
ENSG00000222942,0,0,0,0,0,0,0,0
ENSG00000222950,0,0,0,0,0,0,0,0
ENSG00000222952,0,0,0,0,0,0,0,0
ENSG00000222955,0,0,0,0,0,0,0,0
ENSG00000222958,0,0,0,0,0,0,0,0
ENSG00000222960,0,0,0,0,0,0,0,0
ENSG00000222966,0,0,0,0,0,0,0,0
ENSG00000222969,0,0,0,0,11,3,0,6
ENSG00000222971,0,0,0,0,0,0,0,0
ENSG00000222972,0,0,0,0,0,0,0,0
ENSG00000222973,0,1,2,0,0,0,0,0
ENSG00000222974,0,0,0,0,0,0,0,1
ENSG00000222976,0,0,0,0,0,0,0,0
ENSG00000222979,0,0,0,0,0,0,0,0
ENSG00000222982,0,0,0,0,0,0,0,0
ENSG00000222983,0,0,0,0,0,0,0,0
ENSG00000222985,0,0,0,0,0,0,0,0
ENSG00000222986,0,0,0,0,0,0,0,0
ENSG00000222987,0,0,0,1,0,0,0,0
ENSG00000222990,0,0,0,0,0,0,0,3
ENSG00000222997,0,0,0,0,0,0,0,0
ENSG00000222998,0,0,0,0,0,0,0,0
ENSG00000223001,0,0,0,0,0,1,0,0
ENSG00000223003,0,0,0,0,0,0,0,0
ENSG00000223004,0,0,0,0,0,0,0,0
ENSG00000223006,0,0,0,0,0,0,0,1
ENSG00000223007,0,0,0,0,0,0,0,0
ENSG00000223012,0,0,0,0,0,0,0,0
ENSG00000223013,0,0,0,0,0,0,0,1
ENSG00000223015,0,0,0,0,0,0,0,0
ENSG00000223019,0,0,0,0,0,0,0,0
ENSG00000223023,2,0,0,0,0,0,0,0
ENSG00000223024,0,0,0,0,0,0,0,0
ENSG00000223026,0,0,0,0,0,0,0,0
ENSG00000223027,0,0,0,0,0,0,0,0
ENSG00000223037,0,0,0,0,0,0,0,0
ENSG00000223039,0,0,0,0,4,0,2,2
ENSG00000223040,0,0,0,0,0,0,0,0
ENSG00000223042,0,0,0,0,0,0,0,0
ENSG00000223044,5,7,10,5,2,3,1,7
ENSG00000223046,0,0,0,0,0,0,0,0
ENSG00000223047,0,0,0,0,0,0,0,0
ENSG00000223056,0,0,0,0,0,0,0,0
ENSG00000223060,7,6,5,4,1,0,0,0
ENSG00000223062,0,0,0,0,0,0,0,0
ENSG00000223064,0,0,0,0,0,0,0,0
ENSG00000223075,0,0,0,0,0,0,0,0
ENSG00000223076,0,0,0,0,0,0,0,0
ENSG00000223078,0,0,0,0,0,0,0,0
ENSG00000223080,0,2,0,2,0,0,0,0
ENSG00000223086,0,0,0,0,0,0,0,0
ENSG00000223087,0,0,0,0,0,0,0,0
ENSG00000223088,0,0,0,0,0,0,0,0
ENSG00000223092,0,0,0,0,0,0,0,0
ENSG00000223096,0,0,0,0,0,0,0,0
ENSG00000223107,0,0,0,0,0,0,0,0
ENSG00000223109,0,0,0,0,0,0,0,0
ENSG00000223113,0,0,1,0,0,0,0,0
ENSG00000223117,1,0,0,0,1,0,0,0
ENSG00000223118,0,0,0,0,3,1,0,0
ENSG00000223120,0,0,0,0,0,0,0,0
ENSG00000223125,0,0,0,0,0,0,0,0
ENSG00000223126,0,0,0,0,0,0,0,0
ENSG00000223128,0,0,0,0,0,0,0,0
ENSG00000223131,0,0,2,1,5,1,1,7
ENSG00000223136,0,0,0,0,0,0,0,0
ENSG00000223138,2,1,0,0,2,2,4,2
ENSG00000223142,0,0,0,0,0,0,0,0
ENSG00000223145,0,0,0,0,0,0,0,1
ENSG00000223152,0,0,0,0,0,0,0,0
ENSG00000223156,0,0,0,0,0,0,0,0
ENSG00000223158,0,0,0,0,0,0,0,0
ENSG00000223162,0,0,0,0,0,0,0,0
ENSG00000223168,0,0,0,0,0,0,0,0
ENSG00000223169,0,0,0,0,0,0,0,0
ENSG00000223174,0,0,0,0,0,0,0,1
ENSG00000223175,0,0,0,0,1,0,0,0
ENSG00000223177,0,0,0,0,0,0,0,0
ENSG00000223179,0,0,0,0,0,0,0,0
ENSG00000223181,0,0,0,0,0,0,0,1
ENSG00000223188,0,0,0,0,0,0,0,1
ENSG00000223189,0,0,0,0,1,0,1,1
ENSG00000223190,0,0,0,0,0,0,0,0
ENSG00000223191,0,0,0,0,0,0,0,0
ENSG00000223197,0,0,0,0,0,0,0,0
ENSG00000223198,0,0,0,1,0,0,0,0
ENSG00000223202,0,0,0,0,0,0,0,0
ENSG00000223203,0,1,6,8,3,0,1,4
ENSG00000223208,0,0,0,0,0,0,0,0
ENSG00000223212,0,0,0,0,0,0,0,0
ENSG00000223215,0,0,0,0,0,0,0,0
ENSG00000223217,0,0,0,0,0,0,1,0
ENSG00000223220,2,0,7,8,0,0,1,2
ENSG00000223223,0,0,0,0,0,0,0,0
ENSG00000223224,0,0,0,3,0,1,3,2
ENSG00000223225,0,0,0,0,0,0,0,0
ENSG00000223229,0,0,0,0,0,0,0,0
ENSG00000223238,0,0,0,0,1,0,1,1
ENSG00000223245,0,0,0,0,0,0,0,1
ENSG00000223247,0,0,0,0,3,0,0,0
ENSG00000223254,0,0,0,1,0,0,1,0
ENSG00000223256,0,0,0,0,0,0,0,0
ENSG00000223258,0,0,0,0,0,0,0,0
ENSG00000223259,0,0,0,0,0,0,0,0
ENSG00000223260,0,0,0,0,0,0,0,0
ENSG00000223262,0,0,0,0,0,0,0,0
ENSG00000223263,0,0,0,0,0,0,0,0
ENSG00000223265,0,0,0,0,0,0,0,0
ENSG00000223269,0,0,0,0,0,0,0,0
ENSG00000223271,0,0,0,1,1,0,0,0
ENSG00000223273,0,0,0,0,0,0,0,0
ENSG00000223274,0,0,0,0,0,0,1,0
ENSG00000223280,0,0,0,0,0,0,0,0
ENSG00000223281,0,0,0,0,0,0,0,0
ENSG00000223282,0,0,0,0,0,0,0,0
ENSG00000223284,0,0,0,0,0,0,0,0
ENSG00000223287,0,0,0,0,0,0,0,0
ENSG00000223290,0,0,0,0,0,0,0,0
ENSG00000223293,0,0,0,0,0,0,0,0
ENSG00000223294,0,0,1,0,0,0,0,0
ENSG00000223298,0,0,0,0,0,0,0,0
ENSG00000223299,0,0,0,0,0,0,0,0
ENSG00000223300,1,1,0,2,1,1,0,0
ENSG00000223302,1,0,0,0,0,0,0,0
ENSG00000223305,6,4,0,2,7,6,2,3
ENSG00000223306,0,0,0,0,0,0,0,0
ENSG00000223308,0,0,0,0,0,0,0,0
ENSG00000223309,0,0,0,0,0,0,0,0
ENSG00000223313,2,1,0,2,2,2,1,1
ENSG00000223315,0,0,0,1,0,0,0,0
ENSG00000223318,0,0,0,0,0,0,0,0
ENSG00000223321,0,0,0,0,0,0,0,0
ENSG00000223324,0,0,0,0,0,0,0,0
ENSG00000223327,0,0,0,0,0,0,0,0
ENSG00000223330,0,0,0,0,0,0,0,0
ENSG00000223335,0,0,0,0,0,0,0,0
ENSG00000223336,0,0,0,0,3,0,0,0
ENSG00000223341,0,0,0,0,0,0,0,0
ENSG00000223342,1,0,0,1,0,0,0,0
ENSG00000223343,36,40,21,47,4,0,1,8
ENSG00000223344,0,0,0,0,0,0,0,0
ENSG00000223345,0,0,0,0,0,0,0,0
ENSG00000223349,5,6,7,10,0,0,0,0
ENSG00000223350,0,0,0,0,0,0,0,0
ENSG00000223351,0,0,0,0,0,0,0,0
ENSG00000223353,0,0,0,0,0,0,0,0
ENSG00000223356,2,7,5,5,3,0,0,1
ENSG00000223358,0,0,0,0,0,0,0,0
ENSG00000223360,0,0,0,0,0,0,0,0
